id,name,type,description,prerequisites,prerequisite_feats,benefit,normal,special,source,fulltext,teamwork,critical,grit,style,performance,racial,companion_familiar,race_name,note,goal,completion_benefit,multiples,suggested_traits,prerequisite_skills,panache,betrayal,targeting,esoteric,stare,weapon_mastery,item_mastery
2011,Esoteric Enchantment,General,Verdant salts addle your target's mind when properly combined with an enchantment spell.,,,"When you cast an enchantment spell using verdant salts as an esoteric material component, one target affected by your spell takes a -2 penalty on your choice of ability checks, attack rolls, damage rolls, saving throws, or skill checks for 1 round. If your spell allows a saving throw and the target succeeds at its save, it doesn't take this penalty. A creature can be affected by only one penalty from this feat at a time. This is a mind-affecting effect. When you gain verdant salts' greater component effect with an enchantment spell, increase the DC by an additional 1.",,,Pathfinder Unchained,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Esoteric Enchantment (Esoteric)</p><div style=""clear: both;""></div></div><div><h5>Verdant salts addle your target's mind when properly combined with an enchantment spell.<h5><b>Benefit: </b>When you cast an enchantment spell using verdant salts as an esoteric material component, one target affected by your spell takes a -2 penalty on your choice of ability checks, attack rolls, damage rolls, saving throws, or skill checks for 1 round. If your spell allows a saving throw and the target succeeds at its save, it doesn't take this penalty. A creature can be affected by only one penalty from this feat at a time. This is a mind-affecting effect. When you gain verdant salts' greater component effect with an enchantment spell, increase the DC by an additional 1.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,1,0,0,0
2012,Esoteric Evocation,General,"Entropic resin flares from your hand when you use it for an evocation spell, striking a nearby foe.",,,"When you cast an evocation spell using entropic resin as an esoteric material component, you can damage one creature adjacent to you. The resin deals 1 point of damage per 2 caster levels of the spell (minimum 1), and matches the damage type of your spell. When you gain entropic resin's greater component effect with an evocation spell, treat your caster level as an additional 1 higher for determining both the damage dice of the spell and the extra damage from Esoteric Evocation. This also increases the spell's maximum damage dice if applicable.",,,Pathfinder Unchained,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Esoteric Evocation (Esoteric)</p><div style=""clear: both;""></div></div><div><h5>Entropic resin flares from your hand when you use it for an evocation spell, striking a nearby foe.<h5><b>Benefit: </b>When you cast an evocation spell using entropic resin as an esoteric material component, you can damage one creature adjacent to you. The resin deals 1 point of damage per 2 caster levels of the spell (minimum 1), and matches the damage type of your spell. When you gain entropic resin's greater component effect with an evocation spell, treat your caster level as an additional 1 higher for determining both the damage dice of the spell and the extra damage from Esoteric Evocation. This also increases the spell's maximum damage dice if applicable.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,1,0,0,0
2013,Esoteric Illusion,General,Prismatic sand perfects and stabilizes the forms of your illusions.,,,"When you cast an illusion spell using prismatic sand as an esoteric material component, the DC to disbelieve the illusion increases by 2, as does the spell's AC, if applicable. This benefit lasts for the duration of the spell, but doesn't affect spells with a duration of instantaneous or permanent. When you gain prismatic sand's greater component effect with an illusion spell, treat your caster level as an additional 2 higher for determining the range. This happens regardless of whether you chose to increase range or area with the greater component effect. This feat does not allow you to further increase the size of an area.",,,Pathfinder Unchained,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Esoteric Illusion (Esoteric)</p><div style=""clear: both;""></div></div><div><h5>Prismatic sand perfects and stabilizes the forms of your illusions.<h5><b>Benefit: </b>When you cast an illusion spell using prismatic sand as an esoteric material component, the DC to disbelieve the illusion increases by 2, as does the spell's AC, if applicable. This benefit lasts for the duration of the spell, but doesn't affect spells with a duration of instantaneous or permanent. When you gain prismatic sand's greater component effect with an illusion spell, treat your caster level as an additional 2 higher for determining the range. This happens regardless of whether you chose to increase range or area with the greater component effect. This feat does not allow you to further increase the size of an area.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,1,0,0,0
2014,Esoteric Necromancy,General,Your expertise with entropic resin causes your necromancy spells to strike fear in those they affect.,,,"When you cast a necromancy spell using entropic resin as an esoteric material component, one target of that spell becomes shaken. If your spell allows a saving throw and the target succeeds at its save, it is unaffected by this effect. If the spell causes the target to become shaken or frightened, this effect doesn't increase the severity of that condition (so a spell that frightens a creature wouldn't instead cause it to become panicked due to this feat). This is a mind-affecting fear effect. When you gain entropic resin's greater component effect with a necromancy spell, treat your caster level as an additional 1 higher for determining the damage dice. (This also increases the spell's maximum damage dice if applicable.)",,,Pathfinder Unchained,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Esoteric Necromancy (Esoteric)</p><div style=""clear: both;""></div></div><div><h5>Your expertise with entropic resin causes your necromancy spells to strike fear in those they affect.<h5><b>Benefit: </b>When you cast a necromancy spell using entropic resin as an esoteric material component, one target of that spell becomes shaken. If your spell allows a saving throw and the target succeeds at its save, it is unaffected by this effect. If the spell causes the target to become shaken or frightened, this effect doesn't increase the severity of that condition (so a spell that frightens a creature wouldn't instead cause it to become panicked due to this feat). This is a mind-affecting fear effect. When you gain entropic resin's greater component effect with a necromancy spell, treat your caster level as an additional 1 higher for determining the damage dice. (This also increases the spell's maximum damage dice if applicable.)</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,1,0,0,0
2015,Esoteric Transmutation,General,Geodes strengthen your physical prowess when you use them to cast transmutation spells.,,,"When you cast a transmutation spell using geodes as an esoteric material component, you gain a +2 bonus on attack rolls, ability checks, and skill checks based on your choice of Strength, Dexterity, or Constitution (you make this choice each time). This bonus lasts until the end of your next turn. When you gain geodes' greater component effect with a transmutation spell, treat your caster level as an additional 1 higher for determining the duration.",,,Pathfinder Unchained,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Esoteric Transmutation (Esoteric)</p><div style=""clear: both;""></div></div><div><h5>Geodes strengthen your physical prowess when you use them to cast transmutation spells.<h5><b>Benefit: </b>When you cast a transmutation spell using geodes as an esoteric material component, you gain a +2 bonus on attack rolls, ability checks, and skill checks based on your choice of Strength, Dexterity, or Constitution (you make this choice each time). This bonus lasts until the end of your next turn. When you gain geodes' greater component effect with a transmutation spell, treat your caster level as an additional 1 higher for determining the duration.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,1,0,0,0
2016,Unstoppable Esotery,General,"When you cast a spell using esoteric materials, you reinforce your spell's magical structure, making the spell difficult to stop or remove.",,,"When you use esoteric material components as part of casting a spell, you gain a +2 bonus on concentration checks to cast that spell, and the spell is treated as though its caster level were 2 higher against attempts to dispel it. This increase is in addition to any increases due to greater component or limited magic benefits.",,,Pathfinder Unchained,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Unstoppable Esotery (Esoteric)</p><div style=""clear: both;""></div></div><div><h5>When you cast a spell using esoteric materials, you reinforce your spell's magical structure, making the spell difficult to stop or remove.<h5><b>Benefit: </b>When you use esoteric material components as part of casting a spell, you gain a +2 bonus on concentration checks to cast that spell, and the spell is treated as though its caster level were 2 higher against attempts to dispel it. This increase is in addition to any increases due to greater component or limited magic benefits.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,1,0,0,0
2017,Basic Harmony,General,Your performance interweaves with and enriches your ally's skills.,Bardic performance or raging song.,,"You can attempt a DC 10 Perform check to aid the Perform check of an ally who also has this feat. If you succeed, your ally gains a +1 bonus for each 5 points of your check result; a check result of 10 grants a +2 bonus, a result of 15 grants a +3 bonus, and so on. If you fail, the discord applies a -5 penalty on your ally's check.",Aid another checks grant a +2 bonus.,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Basic Harmony (Teamwork)</p><div style=""clear: both;""></div></div><div><h5>Your performance interweaves with and enriches your ally's skills.<h5><b>Prerequisites: </b>Bardic performance or raging song.</h5><h5><b>Benefit: </b>You can attempt a DC 10 Perform check to aid the Perform check of an ally who also has this feat. If you succeed, your ally gains a +1 bonus for each 5 points of your check result; a check result of 10 grants a +2 bonus, a result of 15 grants a +3 bonus, and so on. If you fail, the discord applies a -5 penalty on your ally's check.</h5><h5><b>Normal: </b>Aid another checks grant a +2 bonus.</h5></div>",1,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
2018,Charming Performance,General,"Your musical skill, dramatic timing, or mastery of language make you seem more personable.","Cha 13, Perform (any) 1 rank, bardic performance or raging song.",,"You can use Perform, rather than Diplomacy, to improve an NPC's starting attitude toward you. Alternatively, by praising another character, you may use Perform to improve an NPC's starting attitude toward another character, though the DC for doing so is increased by 5. Either use of this feat requires at least 5 minutes of performance. You can't improve an NPC's attitude beyond friendly in this way, but if you would have made them helpful, you gain a +2 bonus on your next normal Diplomacy check against that NPC attempted within 24 hours. If the campaign uses the contact rules (Ultimate Campaign 148), seeing you perform can count as up to four of the five positive interactions required to cultivate a contact.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Charming Performance</p><div style=""clear: both;""></div></div><div><h5>Your musical skill, dramatic timing, or mastery of language make you seem more personable.<h5><b>Prerequisites: </b>Cha 13, Perform (any) 1 rank, bardic performance or raging song.</h5><h5><b>Benefit: </b>You can use Perform, rather than Diplomacy, to improve an NPC's starting attitude toward you. Alternatively, by praising another character, you may use Perform to improve an NPC's starting attitude toward another character, though the DC for doing so is increased by 5. Either use of this feat requires at least 5 minutes of performance. You can't improve an NPC's attitude beyond friendly in this way, but if you would have made them helpful, you gain a +2 bonus on your next normal Diplomacy check against that NPC attempted within 24 hours. If the campaign uses the contact rules (<i>Ultimate Campaign</i> 148), seeing you perform can count as up to four of the five positive interactions required to cultivate a contact.</h5></div>",0,0,0,0,0,0,0,,,,,0,,Perform (any) 1,0,0,0,0,0,0,0
2019,Compelling Harmonies,General,Your harmonies reinforce and empower your allies' magic.,"Basic Harmony, Perform (keyboard, percussion, sing, string, or wind) 10 ranks, bardic performance or raging song.",Basic Harmony,"As a standard action, you may expend one round of bardic performance to boost the effectiveness of the bardic performance of an ally within 60 feet who also has this feat. Until the beginning of your next turn, if that ally uses a bardic performance that allows a saving throw, increase that saving throw DC by 2.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Compelling Harmonies (Teamwork)</p><div style=""clear: both;""></div></div><div><h5>Your harmonies reinforce and empower your allies' magic.<h5><b>Prerequisites: </b>Basic Harmony, Perform (keyboard, percussion, sing, string, or wind) 10 ranks, bardic performance or raging song.</h5><h5><b>Benefit: </b>As a standard action, you may expend one round of bardic performance to boost the effectiveness of the bardic performance of an ally within 60 feet who also has this feat. Until the beginning of your next turn, if that ally uses a bardic performance that allows a saving throw, increase that saving throw DC by 2.</h5></div>",1,0,0,0,0,0,0,,,,,0,,Perform (keyboard) 10 | Perform (percussion) 10| Perform (sing) 10| Perform (string) 10| Perform (wind) 10,0,0,0,0,0,0,0
2020,Counterpoint To Inspiration,General,"As your allies' morale swells, your enemies falter.","Basic Harmony, Compelling Harmony, Perform (keyboard, percussion, sing, string, or wind) 10 ranks, bardic performance or raging song.","Basic Harmony, Compelling Harmony","When an ally with this feat is within 60 feet and uses a bardic performance or raging song that grants allies a morale bonus or competence bonus, you may perform the same bardic performance or raging song to increase those bonuses by +1. This increase only lasts as long as you and your ally each maintain the same performance, and cannot be extended with effects like Lingering PerformanceAPG. Additional bards with this feat beyond the second don't increase the bonuses further.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Counterpoint To Inspiration (Teamwork)</p><div style=""clear: both;""></div></div><div><h5>As your allies' morale swells, your enemies falter.<h5><b>Prerequisites: </b>Basic Harmony, Compelling Harmony, Perform (keyboard, percussion, sing, string, or wind) 10 ranks, bardic performance or raging song.</h5><h5><b>Benefit: </b>When an ally with this feat is within 60 feet and uses a bardic performance or raging song that grants allies a morale bonus or competence bonus, you may perform the same bardic performance or raging song to increase those bonuses by +1. This increase only lasts as long as you and your ally each maintain the same performance, and cannot be extended with effects like Lingering Performance<sup>APG</sup>. Additional bards with this feat beyond the second don't increase the bonuses further.</h5></div>",1,0,0,0,0,0,0,,,,,0,,Perform (keyboard) 10 | Perform (percussion) 10| Perform (sing) 10| Perform (string) 10| Perform (wind) 10,0,0,0,0,0,0,0
2021,Rouse Emotions,General,"You can sway the hearts of an entire crowd with your art, or turn them against your enemies.","Cha 13, Charming Performance, Perform (any) 5 ranks, bardic performance or raging song.",Charming Performance,"You can use Charming Performance on all creatures within 60 feet. In addition to swaying the crowd's starting attitude toward a single person, you may choose to sway the crowd's attitude toward a well-defined group with which they are familiar (such as a specific nation, organization, or religion). An attempt to rouse emotions about a group takes a -5 penalty due to the difficulty of creating strong feelings toward an entire group rather than a specific individual. The DC for this check is 30 + 1 for every five people in the crowd to be affected. You can't use Rouse Emotions to change a crowd's attitude by more than one step, or to make it helpful or hostile.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Rouse Emotions</p><div style=""clear: both;""></div></div><div><h5>You can sway the hearts of an entire crowd with your art, or turn them against your enemies.<h5><b>Prerequisites: </b>Cha 13, Charming Performance, Perform (any) 5 ranks, bardic performance or raging song.</h5><h5><b>Benefit: </b>You can use Charming Performance on all creatures within 60 feet. In addition to swaying the crowd's starting attitude toward a single person, you may choose to sway the crowd's attitude toward a well-defined group with which they are familiar (such as a specific nation, organization, or religion). An attempt to rouse emotions about a group takes a -5 penalty due to the difficulty of creating strong feelings toward an entire group rather than a specific individual. The DC for this check is 30 + 1 for every five people in the crowd to be affected. You can't use Rouse Emotions to change a crowd's attitude by more than one step, or to make it helpful or hostile.</h5></div>",0,0,0,0,0,0,0,,,,,0,,Perform (any) 5,0,0,0,0,0,0,0
2022,Monstrous Companion,General,You have formed a bond with a creature far more exotic than an animal.,"Handle Animal 7 ranks; class feature that functions as the druid animal companion ability (including animal companion, divine bond [mount], hunter's bond [animal companion], nature's bond [animal companion], and the mount class feature) with an effective druid level of 7.",,"You can select a magical beast as a cohort in place of your animal companion class feature (for more information on monster cohorts see Bestiary 316). The following chart determines the effective cohort level for your monstrous companion based on your effective druid level. Effective Druid Level Effective Cohort Level 7 4 8 5 9 6 10 6 11 6 12 7 13 8 14 9 15 9 16 9 17 10 18 11 19 11 20 12 If the magical beast's effective cohort level is lower than what is allowed by your effective druid level, the cohort gains class levels equal to the difference. A cohort with 1 class level gains the link and share spells abilities of an animal companion. A cohort with 3 class levels gains the evasion animal companion ability. A cohort with 6 class levels gains the devotion animal companion ability. If the class feature you use as a prerequisite for this feat does not grant one of those abilities (such as a cavalier's mount, which does not gain share spells), your monstrous mount also does not gain the ability. The magical beast does not gain any abilities not listed here. In addition to the magical beasts listed in the Bestial Cohorts sidebar, this feat can be used to gain an ahuizotlB3, araneaB2, blink dogB2, dragon horseB2, dragonneB3, giant eagle, giant owlB3, giant vultureB3, griffon, kirinB3, leucrottaB2, manticore, pegasus, sea catB4, sheduB3, sleipnirB3, worg, or xanthosB4. The rules for using each of these creatures as a monster cohort are presented in the appendices of their respective Pathfinder RPG Bestiary volumes.",,This feat counts as the Leadership feat for the purposes of prerequisites. A character cannot have both Leadership and Monstrous Companion.,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Monstrous Companion</p><div style=""clear: both;""></div></div><div><h5>You have formed a bond with a creature far more exotic than an animal.<h5><b>Prerequisites: </b>Handle Animal 7 ranks; class feature that functions as the druid animal companion ability (including animal companion, divine bond [mount], hunter's bond [animal companion], nature's bond [animal companion], and the mount class feature) with an effective druid level of 7.</h5><h5><b>Benefit: </b>You can select a magical beast as a cohort in place of your animal companion class feature (for more information on monster cohorts see <i>Bestiary</i> 316). The following chart determines the effective cohort level for your monstrous companion based on your effective druid level. <table border ='1'><tr><th>Effective Druid Level</th><th>Effective Cohort Level</th></tr><tr><td>7</td><td>4</td></tr><tr><td>8</td><td>5</td></tr><tr><td>9</td><td>6</td></tr><tr><td>10</td><td>6</td></tr><tr><td>11</td><td>6</td></tr><tr><td>12</td><td>7</td></tr><tr><td>13</td><td>8</td></tr><tr><td>14</td><td>9</td></tr><tr><td>15</td><td>9</td></tr><tr><td>16</td><td>9</td></tr><tr><td>17</td><td>10</td></tr><tr><td>18</td><td>11</td></tr><tr><td>19</td><td>11</td></tr><tr><td>20</td><td>12</td></tr></table> If the magical beast's effective cohort level is lower than what is allowed by your effective druid level, the cohort gains class levels equal to the difference. A cohort with 1 class level gains the link and share spells abilities of an animal companion. A cohort with 3 class levels gains the evasion animal companion ability. A cohort with 6 class levels gains the devotion animal companion ability. If the class feature you use as a prerequisite for this feat does not grant one of those abilities (such as a cavalier's mount, which does not gain share spells), your monstrous mount also does not gain the ability. The magical beast does not gain any abilities not listed here. In addition to the magical beasts listed in the Bestial Cohorts sidebar, this feat can be used to gain an ahuizotl<sup>B3</sup>, aranea<sup>B2</sup>, blink dog<sup>B2</sup>, dragon horse<sup>B2</sup>, dragonne<sup>B3</sup>, giant eagle, giant owl<sup>B3</sup>, giant vulture<sup>B3</sup>, griffon, kirin<sup>B3</sup>, leucrotta<sup>B2</sup>, manticore, pegasus, sea cat<sup>B4</sup>, shedu<sup>B3</sup>, sleipnir<sup>B3</sup>, worg, or xanthos<sup>B4</sup>. The rules for using each of these creatures as a monster cohort are presented in the appendices of their respective Pathfinder RPG <i>Bestiary</i> volumes.</h5><h5><b>Special: </b>This feat counts as the Leadership feat for the purposes of prerequisites. A character cannot have both Leadership and Monstrous Companion.</h5></div>",0,0,0,0,0,0,0,,,,,0,,Handle Animal 7,0,0,0,0,0,0,0
2023,Blazing Channel,General,Your holy power burns the undead like fire.,"Turn Undead, channel positive energy class feature.",Turn Undead,"When you use your Turn Undead feat, undead failing their saving throw are engulfed in holy fire. This functions identically to catching on fire (Core Rulebook 444), but the damage dealt is divine (like the divine damage from flame strike) rather than fire. Water cannot extinguish this holy fire, but any negative energy effect that heals the creature of at least 5 points of damage extinguishes the flames instantly.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Blazing Channel</p><div style=""clear: both;""></div></div><div><h5>Your holy power burns the undead like fire.<h5><b>Prerequisites: </b>Turn Undead, channel positive energy class feature.</h5><h5><b>Benefit: </b>When you use your Turn Undead feat, undead failing their saving throw are engulfed in holy fire. This functions identically to catching on fire (<i>Core Rulebook</i> 444), but the damage dealt is divine (like the divine damage from flame strike) rather than fire. Water cannot extinguish this holy fire, but any negative energy effect that heals the creature of at least 5 points of damage extinguishes the flames instantly.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
2024,Channel Surge,General,You are a mighty conduit of sacred or profane power.,Channel energy or lay on hands class feature.,,"When you channel energy or lay on hands, you may expend two uses of the ability as a full-round action to increase the amount of healing or damage you do by +50%.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Channel Surge</p><div style=""clear: both;""></div></div><div><h5>You are a mighty conduit of sacred or profane power.<h5><b>Prerequisites: </b>Channel energy or lay on hands class feature.</h5><h5><b>Benefit: </b>When you channel energy or lay on hands, you may expend two uses of the ability as a full-round action to increase the amount of healing or damage you do by +50%.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
2025,Charnel Soldiers,General,The mindless undead you command fight together like seasoned warriors.,"Any teamwork feat, ability to control or create undead.",,"When you create undead, they gain one teamwork feat you know as a bonus feat, though they gain its benefits only when cooperating with you or with other undead that you have created. If you control undead with the Command Undead feat or a spell like command undead, they likewise gain one teamwork feat you know as a bonus feat as long as they remain under your control. Intelligent undead gain no benefit from this feat.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Charnel Soldiers</p><div style=""clear: both;""></div></div><div><h5>The mindless undead you command fight together like seasoned warriors.<h5><b>Prerequisites: </b>Any teamwork feat, ability to control or create undead.</h5><h5><b>Benefit: </b>When you create undead, they gain one teamwork feat you know as a bonus feat, though they gain its benefits only when cooperating with you or with other undead that you have created. If you control undead with the Command Undead feat or a spell like <i>command undead</i>, they likewise gain one teamwork feat you know as a bonus feat as long as they remain under your control. Intelligent undead gain no benefit from this feat.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
2026,Solar Spell,Metamagic,"Your spells erupt with the searing light of the sun, blinding or burning creatures of evil.",,,"Any spell you cast with the light descriptor is fortified with the cleansing energies of the sun. If the spell creates an area of light, all creatures are dazzled for as long as they remain within the spell's area. Oozes, fungal creatures, creatures from the Shadow Plane, and undead must also succeed at a Will save (DC 10 + the spell level + your Wisdom or Charisma bonus) or take a -2 penalty on attack rolls, damage rolls, saving throws, skill checks, and ability checks for as long as they remain within the spell's area. If the spell normally dazzles or blinds affected creatures with a duration other than instantaneous or permanent, the duration of that effect is increased by a number of rounds equal to the spell's original level. Saving throws to remove the effect early still apply and can bypass this increase. If the spell deals more damage against oozes, fungal creatures, creatures from the Shadow Plane, or undead with a specific vulnerability to sunlight, the spell deals 1 additional point of damage per die against such creatures. A solar spell uses up a spell slot 1 level higher than the spell's actual level.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Solar Spell (Metamagic)</p><div style=""clear: both;""></div></div><div><h5>Your spells erupt with the searing light of the sun, blinding or burning creatures of evil.<h5><b>Benefit: </b>Any spell you cast with the light descriptor is fortified with the cleansing energies of the sun. If the spell creates an area of light, all creatures are dazzled for as long as they remain within the spell's area. Oozes, fungal creatures, creatures from the Shadow Plane, and undead must also succeed at a Will save (DC 10 + the spell level + your Wisdom or Charisma bonus) or take a -2 penalty on attack rolls, damage rolls, saving throws, skill checks, and ability checks for as long as they remain within the spell's area. If the spell normally dazzles or blinds affected creatures with a duration other than instantaneous or permanent, the duration of that effect is increased by a number of rounds equal to the spell's original level. Saving throws to remove the effect early still apply and can bypass this increase. If the spell deals more damage against oozes, fungal creatures, creatures from the Shadow Plane, or undead with a specific vulnerability to sunlight, the spell deals 1 additional point of damage per die against such creatures. A solar spell uses up a spell slot 1 level higher than the spell's actual level.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
2027,Grow Plant Creature,Item Creation,"Through careful study and communion with nature, you have learned how to cultivate and raise plant creatures.","Train Plants, Handle Animal 5 ranks, Knowledge (nature) 5 ranks.",,"You can grow plants and perform rituals to invest them with animating spirits, becoming assassin vines, treants, or viper vinesB2. Each plant creature has a list of additional prerequisites, costs, and skill checks required to grow them (see Growing Plant Creatures below). At the GM's discretion, characters with this feat may grow other plant creatures as well.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Grow Plant Creature (Item Creation)</p><div style=""clear: both;""></div></div><div><h5>Through careful study and communion with nature, you have learned how to cultivate and raise plant creatures.<h5><b>Prerequisites: </b>Train Plants, Handle Animal 5 ranks, Knowledge (nature) 5 ranks.</h5><h5><b>Benefit: </b>You can grow plants and perform rituals to invest them with animating spirits, becoming assassin vines, treants, or viper vines<sup>B2</sup>. Each plant creature has a list of additional prerequisites, costs, and skill checks required to grow them (see Growing Plant Creatures below). At the GM's discretion, characters with this feat may grow other plant creatures as well.</h5></div>",0,0,0,0,0,0,0,,,,,0,,"Handle Animal 5, Knowledge (nature) 5",0,0,0,0,0,0,0
2028,Train Plants,General,"After years of practice, cautious experiments, or sheer stubbornness, you have gained the ability to teach unintelligent plant creatures to follow simple commands.","Handle Animal 5 ranks, Knowledge (nature) 5 ranks.",,A character with this feat treats creatures of the plant type with Intelligence scores of 3 or lower as animals for the purposes of the Handle Animal skill. Plant creatures without an Intelligence score are treated as animals with an Intelligence of 1 for these purposes. Ordinary plants lack Wisdom and Charisma scores-they aren't creatures and can't be trained.,,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Train Plants</p><div style=""clear: both;""></div></div><div><h5>After years of practice, cautious experiments, or sheer stubbornness, you have gained the ability to teach unintelligent plant creatures to follow simple commands.<h5><b>Prerequisites: </b>Handle Animal 5 ranks, Knowledge (nature) 5 ranks.</h5><h5><b>Benefit: </b>A character with this feat treats creatures of the plant type with Intelligence scores of 3 or lower as animals for the purposes of the Handle Animal skill. Plant creatures without an Intelligence score are treated as animals with an Intelligence of 1 for these purposes. Ordinary plants lack Wisdom and Charisma scores-they aren't creatures and can't be trained.</h5></div>",0,0,0,0,0,0,0,,,,,0,,"Handle Animal 5, Knowledge (nature) 5",0,0,0,0,0,0,0
2029,Secret Language,TEAMWORK,You and your allies have worked out a complex set of codes and phrases that allow you to secretly pass information back and forth.,"Bluff 1 rank, Linguistics 1 rank, Sense Motive 1 rank.",,"You gain a +5 circumstance bonus on Bluff checks made to pass secret messages to other characters that have this feat, and can communicate as much information as you could normally say in one round as a swift action.",,,Cohorts & Companions,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Secret Language (TEAMWORK)</p><div style=""clear: both;""></div></div><div><h5>You and your allies have worked out a complex set of codes and phrases that allow you to secretly pass information back and forth.<h5><b>Prerequisites: </b>Bluff 1 rank, Linguistics 1 rank, Sense Motive 1 rank.</h5><h5><b>Benefit: </b>You gain a +5 circumstance bonus on Bluff checks made to pass secret messages to other characters that have this feat, and can communicate as much information as you could normally say in one round as a swift action.</h5></div>",0,0,0,0,0,0,0,,,,,0,,"Bluff 1, Linguistics 1, Sense Motive 1",0,0,0,0,0,0,0
2030,Eagle's Resolve,General,"You are resolute in your opposition to slavery and oppression, and the very thought of mental control disgusts you.","Iron Will, member of the Eagle Knights.",Iron Will,"You receive a +1 bonus on saving throws against mind-affecting effects. When you succeed at such a saving throw, you gain a +2 morale bonus on all attack rolls, damage rolls, and saving throws for a number of rounds equal to the effect's spell's level, or if the effect is not a spell, one-third the Hit Dice of the creature behind the effect.",,,Andoran Birthplace Of Freedom,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Eagle's Resolve</p><div style=""clear: both;""></div></div><div><h5>You are resolute in your opposition to slavery and oppression, and the very thought of mental control disgusts you.<h5><b>Prerequisites: </b>Iron Will, member of the Eagle Knights.</h5><h5><b>Benefit: </b>You receive a +1 bonus on saving throws against mind-affecting effects. When you succeed at such a saving throw, you gain a +2 morale bonus on all attack rolls, damage rolls, and saving throws for a number of rounds equal to the effect's spell's level, or if the effect is not a spell, one-third the Hit Dice of the creature behind the effect.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
2031,Legionnaire's Inspiration,General,You can inspire your comrades-in-arms to stand against impossible odds.,Member of the Golden Legion.,,"As a standard action, you can grant all allies within 60 feet who are able to see and hear you a +1 morale bonus to Armor Class for a number of rounds equal to your Charisma bonus (minimum 1 round). You can do this once per day, plus one additional time for every 3 character levels you possess.",,,Andoran Birthplace Of Freedom,"<link rel=""stylesheet""href=""PF.css""><div class=""heading""><p class=""alignleft"">Legionnaire's Inspiration</p><div style=""clear: both;""></div></div><div><h5>You can inspire your comrades-in-arms to stand against impossible odds.<h5><b>Prerequisites: </b>Member of the Golden Legion.</h5><h5><b>Benefit: </b>As a standard action, you can grant all allies within 60 feet who are able to see and hear you a +1 morale bonus to Armor Class for a number of rounds equal to your Charisma bonus (minimum 1 round). You can do this once per day, plus one additional time for every 3 character levels you possess.</h5></div>",0,0,0,0,0,0,0,,,,,0,,,0,0,0,0,0,0,0
